log_id,user_id,company_id,event_type,ip_address,device,success,timestamp
AUTH-00499,USR-0119,COMP-04,login_success,219.146.62.210,Safari/iOS,True,2025-12-30 10:38:14
AUTH-00500,USR-0120,COMP-03,login_success,193.51.73.105,Chrome/Windows,True,2026-03-30 17:23:09
AUTH-00501,USR-0120,COMP-03,login_success,103.158.47.188,Edge/Windows,True,2025-01-11 17:50:49
AUTH-00502,USR-0078,COMP-03,login_failed,185.4.15.30,Chrome/Android,False,2026-02-13 19:20:25
AUTH-00503,USR-0078,COMP-03,login_failed,185.196.50.151,Chrome/Android,False,2026-02-13 19:22:25
AUTH-00504,USR-0078,COMP-03,login_failed,185.62.67.41,Chrome/Windows,False,2026-02-13 19:24:25
AUTH-00505,USR-0078,COMP-03,login_failed,185.162.116.110,Safari/iOS,False,2026-02-13 19:26:25
AUTH-00506,USR-0078,COMP-03,login_failed,185.104.242.196,Firefox/macOS,False,2026-02-13 19:28:25
AUTH-00507,USR-0078,COMP-03,login_failed,185.115.253.191,Chrome/Android,False,2026-02-13 19:30:25
AUTH-00508,USR-0078,COMP-03,login_failed,185.16.17.250,Chrome/Windows,False,2026-02-13 19:32:25
AUTH-00509,USR-0034,COMP-02,login_failed,185.114.249.148,Chrome/Windows,False,2026-04-03 18:42:08
AUTH-00510,USR-0034,COMP-02,login_failed,185.12.146.81,Firefox/macOS,False,2026-04-03 18:44:08
AUTH-00511,USR-0034,COMP-02,login_failed,185.204.167.32,Edge/Windows,False,2026-04-03 18:46:08
AUTH-00512,USR-0034,COMP-02,login_failed,185.134.197.32,Safari/iOS,False,2026-04-03 18:48:08
AUTH-00513,USR-0034,COMP-02,login_failed,185.4.55.103,Chrome/Windows,False,2026-04-03 18:50:08
AUTH-00514,USR-0034,COMP-02,login_failed,185.202.54.129,Chrome/Android,False,2026-04-03 18:52:08
AUTH-00515,USR-0034,COMP-02,login_failed,185.80.89.246,Firefox/macOS,False,2026-04-03 18:54:08
