invoice_id,company_id,vendor_id,department,gl_account,amount,currency,tax_amount,date,due_date,payment_terms,status,po_number,contract_id,submitted_by,submitted_at,source_channel,ocr_confidence,is_recurring,notes
INV-00268,COMP-03,VEN-0033,IT,6900,61505.2,INR,11070.94,2025-12-29,2026-02-12,Net 15,Pending,,,USR-0078,2025-12-29 15:26:00,scanned_document,0.8,False,
INV-00269,COMP-01,VEN-0012,Operations,6200,7976.97,INR,1435.85,2026-03-22,2026-05-06,Net 60,Paid,PO-881006,CTR-2354,USR-0005,2026-03-22 09:43:51,email_upload,0.89,True,
INV-00270,COMP-05,VEN-0064,Legal,6400,48648.36,INR,8756.7,2025-03-27,2025-05-26,Net 30,Pending,PO-584995,,USR-0002,2025-03-27 09:11:25,scanned_document,0.82,False,
INV-00271,COMP-05,VEN-0093,Marketing,6500,236879.6,INR,42638.33,2025-02-06,2025-03-23,Net 60,Disputed,PO-275322,CTR-3480,USR-0070,2025-02-06 11:55:46,scanned_document,0.93,False,
INV-00272,COMP-03,VEN-0057,Marketing,6700,55810.03,INR,10045.81,2025-03-11,2025-04-10,Net 15,Paid,,,USR-0073,2025-03-11 10:37:40,email_upload,0.94,False,
INV-00273,COMP-03,VEN-0049,Engineering,6700,247842.44,INR,44611.64,2025-05-24,2025-07-08,Net 45,Cancelled,PO-282207,,USR-0058,2025-05-24 15:33:09,portal_upload,0.89,False,
INV-00274,COMP-03,VEN-0049,Engineering,6700,291525.47,INR,52474.58,2025-05-24,2025-06-23,Net 30,Paid,PO-126997,CTR-7452,USR-0074,2025-05-24 14:59:18,whatsapp_bot,0.93,False,
INV-00275,COMP-05,VEN-0067,Legal,7000,242968.75,INR,43734.38,2025-05-15,2025-05-30,Net 30,Paid,PO-239943,CTR-6956,USR-0116,2025-05-15 17:02:41,scanned_document,0.92,False,
INV-00276,COMP-05,VEN-0067,Legal,7000,280491.67,INR,50488.5,2025-05-15,2025-05-30,Net 15,Overdue,PO-297292,,USR-0027,2025-05-15 16:32:27,scanned_document,0.88,False,
INV-00277,COMP-01,VEN-0098,HR,6200,246564.83,INR,44381.67,2025-09-18,2025-11-02,Net 15,Pending,PO-728206,CTR-6714,USR-0045,2025-09-18 09:01:53,whatsapp_bot,0.85,False,
INV-00278,COMP-01,VEN-0098,HR,6200,289643.44,INR,52135.82,2025-09-18,2025-10-18,Net 30,Paid,PO-801148,,USR-0063,2025-09-18 17:35:10,whatsapp_bot,0.89,True,
INV-00279,COMP-03,VEN-0057,Sales,6700,242372.78,INR,43627.1,2025-10-22,2025-11-06,Net 45,Paid,PO-519765,,USR-0082,2025-10-22 12:26:45,email_upload,0.89,True,
INV-00280,COMP-03,VEN-0057,Sales,6700,289592.47,USD,0.0,2025-10-22,2025-11-21,Net 60,Paid,PO-128428,,USR-0050,2025-10-22 17:33:23,scanned_document,0.84,False,
INV-00281,COMP-01,VEN-0041,Legal,6900,240293.97,INR,43252.91,2026-01-15,2026-03-01,Net 30,Paid,PO-260003,CTR-9985,USR-0045,2026-01-15 10:48:26,portal_upload,0.81,False,
INV-00282,COMP-01,VEN-0041,Legal,6900,270992.64,INR,48778.68,2026-01-15,2026-03-01,Net 45,Paid,PO-676809,,USR-0110,2026-01-15 17:01:32,portal_upload,0.82,False,
INV-00283,COMP-01,VEN-0035,Legal,6600,246481.65,INR,44366.7,2025-09-11,2025-09-26,Net 60,Paid,PO-708636,,USR-0005,2025-09-11 18:41:14,email_upload,0.81,False,
INV-00284,COMP-01,VEN-0035,Legal,6600,275986.01,INR,49677.48,2025-09-11,2025-09-26,Net 45,Paid,PO-967813,,USR-0029,2025-09-11 18:59:38,whatsapp_bot,0.85,False,
INV-00285,COMP-04,VEN-0080,R&D,6700,247728.41,INR,44591.11,2026-03-01,2026-03-16,Net 60,Paid,PO-693540,CTR-7214,USR-0080,2026-03-01 18:12:43,whatsapp_bot,0.86,False,
INV-00286,COMP-04,VEN-0080,R&D,6700,269274.02,INR,48469.32,2026-03-01,2026-04-30,Net 30,Pending,PO-695052,,USR-0054,2026-03-01 14:18:37,scanned_document,0.87,False,
INV-00287,COMP-01,VEN-0012,Customer Success,6200,243373.89,INR,43807.3,2026-06-26,2026-07-11,Net 15,Paid,PO-191655,,USR-0053,2026-06-26 14:52:17,scanned_document,0.94,False,
INV-00288,COMP-01,VEN-0012,Customer Success,6200,283143.2,INR,50965.78,2026-06-26,2026-08-10,Net 60,Paid,PO-909083,CTR-5426,USR-0110,2026-06-26 18:57:07,scanned_document,0.92,False,
INV-00289,COMP-02,VEN-0109,Operations,6600,16562.29,INR,2981.21,2024-03-04,2024-04-18,Net 45,Paid,PO-402363,,USR-0044,2024-03-04 10:38:53,scanned_document,0.98,True,
INV-00290,COMP-01,VEN-0074,Customer Success,6100,34567.92,INR,6222.23,2024-07-04,2024-07-19,Net 60,Paid,PO-748895,,USR-0045,2024-07-04 15:01:12,scanned_document,0.8,False,
INV-00291,COMP-04,VEN-0062,Finance,7100,169088.64,INR,30435.96,2025-03-04,2025-04-18,Net 30,Paid,PO-910550,,USR-0111,2025-03-04 15:50:56,portal_upload,0.9,False,
INV-00292,COMP-01,VEN-0071,Engineering,6200,4715.07,EUR,0.0,2024-11-24,2024-12-24,Net 15,Paid,PO-536753,CTR-4489,USR-0100,2024-11-24 13:19:04,scanned_document,0.95,False,
INV-00293,COMP-01,VEN-0013,HR,6110,36338.71,INR,6540.97,2025-05-29,2025-07-28,Net 30,Paid,PO-751811,,USR-0063,2025-05-29 09:27:50,portal_upload,0.82,False,
INV-00294,COMP-01,VEN-0030,R&D,6900,45685.75,INR,8223.43,2025-07-30,2025-09-13,Net 15,Pending,,,USR-0010,2025-07-30 11:57:10,scanned_document,0.85,False,
INV-00295,COMP-04,VEN-0038,Customer Success,6500,121973.6,INR,21955.25,2024-09-24,2024-11-08,Net 60,Overdue,PO-195319,,USR-0119,2024-09-24 19:31:27,email_upload,0.92,False,
INV-00296,COMP-02,VEN-0075,IT,6700,53894.7,INR,9701.05,2024-09-13,2024-11-12,Net 30,Paid,PO-701584,,USR-0019,2024-09-13 11:16:50,whatsapp_bot,0.82,False,
INV-00297,COMP-02,VEN-0068,Customer Success,6100,6195.62,INR,1115.21,2025-03-29,2025-05-28,Net 15,Overdue,PO-375356,,USR-0099,2025-03-29 02:17:14,whatsapp_bot,0.87,True,
INV-00298,COMP-01,VEN-0023,Operations,6200,742.05,USD,0.0,2026-03-03,2026-03-18,Net 45,Paid,PO-777878,,USR-0049,2026-03-03 04:13:22,whatsapp_bot,0.86,False,
INV-00299,COMP-04,VEN-0065,R&D,6900,22743.92,INR,4093.91,2026-03-18,2026-05-02,Net 30,Pending,PO-272040,,USR-0054,2026-03-18 00:58:17,email_upload,0.84,False,
INV-00300,COMP-05,VEN-0055,Customer Success,7000,39535.4,INR,7116.37,2025-07-04,2025-09-02,Net 45,Disputed,,,USR-0062,2025-07-04 04:12:13,email_upload,0.81,False,
INV-00301,COMP-01,VEN-0104,HR,6110,14512.84,INR,2612.31,2025-02-10,2025-02-25,Net 45,Disputed,PO-886382,,USR-0105,2025-02-10 01:51:28,scanned_document,0.94,False,
INV-00302,COMP-04,VEN-0059,R&D,6600,3818.22,INR,687.28,2025-10-20,2025-11-04,Net 45,Cancelled,PO-629333,,USR-0039,2025-10-20 01:19:47,whatsapp_bot,0.88,False,
INV-00303,COMP-04,VEN-0096,Finance,6900,19093.96,INR,3436.91,2026-01-20,2026-02-19,Net 60,Pending,PO-917377,CTR-4091,USR-0071,2026-01-20 04:10:15,email_upload,0.9,False,
INV-00304,COMP-02,VEN-0037,Sales,6100,5026.93,INR,904.85,2025-04-18,2025-06-17,Net 30,Paid,PO-734712,,USR-0060,2025-04-18 04:24:43,portal_upload,0.88,False,
INV-00305,COMP-02,VEN-0101,Customer Success,6110,6365.8,INR,1145.84,2026-01-27,2026-02-26,Net 45,Disputed,PO-760463,,USR-0099,2026-01-27 04:05:28,scanned_document,0.83,False,
INV-00306,COMP-04,VEN-0062,Customer Success,7100,45054.63,INR,8109.83,2025-08-08,2025-10-07,Net 60,Paid,PO-357242,CTR-9796,USR-0107,2025-08-08 01:00:46,email_upload,0.85,False,
INV-00307,COMP-03,VEN-0051,Operations,6500,6196.24,INR,1115.32,2025-03-31,2025-04-30,Net 30,Pending,PO-922381,,USR-0109,2025-03-31 00:55:19,email_upload,0.91,True,
INV-00308,COMP-05,VEN-0067,Customer Success,7000,42286.76,INR,7611.62,2025-12-04,2025-12-19,Net 45,Paid,PO-251256,,USR-0057,2025-12-04 04:53:09,email_upload,0.9,False,
INV-00309,COMP-02,VEN-0016,Legal,6500,79207.01,INR,14257.26,2025-03-15,2025-04-14,Net 45,Paid,PO-654209,CTR-8372,USR-0043,2025-03-15 03:50:27,whatsapp_bot,0.88,False,
INV-00310,COMP-05,VEN-0022,Marketing,7000,13764.09,INR,2477.54,2025-10-20,2025-12-04,Net 45,Paid,PO-448621,CTR-8282,USR-0027,2025-10-20 04:37:17,email_upload,0.84,False,
INV-00311,COMP-04,VEN-0100,Marketing,7000,42536.61,INR,7656.59,2025-05-06,2025-07-05,Net 45,Paid,PO-632797,,USR-0111,2025-05-06 03:52:35,scanned_document,0.88,False,
INV-00312,COMP-05,VEN-0031,Legal,6500,330538.07,INR,59496.85,2025-04-11,2025-04-26,Net 30,Disputed,,CTR-9293,USR-0067,2025-04-11 10:56:25,whatsapp_bot,0.98,True,
INV-00313,COMP-04,VEN-0014,Customer Success,7000,219520.96,INR,39513.77,2025-12-24,2026-01-23,Net 15,Pending,,CTR-7461,USR-0012,2025-12-24 10:39:57,portal_upload,0.94,False,
INV-00314,COMP-01,VEN-0094,Sales,6800,293704.36,INR,52866.78,2025-08-20,2025-09-19,Net 45,Paid,,CTR-8106,USR-0056,2025-08-20 14:04:05,email_upload,0.97,False,
INV-00315,COMP-02,VEN-0109,Customer Success,6600,343499.49,INR,61829.91,2025-09-07,2025-10-07,Net 60,Paid,,CTR-1137,USR-0043,2025-09-07 19:23:23,whatsapp_bot,0.84,False,
INV-00316,COMP-02,VEN-0027,Customer Success,6300,227125.71,INR,40882.63,2026-05-27,2026-06-26,Net 45,Cancelled,,,USR-0031,2026-05-27 14:23:57,email_upload,0.97,False,
INV-00317,COMP-03,VEN-0070,HR,6900,297900.56,INR,53622.1,2025-01-16,2025-01-31,Net 60,Overdue,,CTR-1015,USR-0104,2025-01-16 15:31:15,email_upload,0.88,True,
INV-00318,COMP-02,VEN-0028,IT,6500,291559.31,INR,52480.68,2026-06-02,2026-06-17,Net 15,Pending,,,USR-0038,2026-06-02 11:22:29,portal_upload,0.9,True,
INV-00319,COMP-02,VEN-0082,Marketing,6700,389684.48,INR,70143.21,2025-07-16,2025-08-15,Net 15,Paid,,,USR-0059,2025-07-16 11:51:58,portal_upload,0.89,False,
INV-00320,COMP-01,VEN-0012,Engineering,6200,211861.48,INR,38135.07,2025-10-14,2025-12-13,Net 30,Overdue,,CTR-9678,USR-0100,2025-10-14 19:52:12,whatsapp_bot,0.98,False,
INV-00321,COMP-04,VEN-0065,Operations,6900,352217.93,INR,63399.23,2025-05-09,2025-06-08,Net 15,Paid,,,USR-0115,2025-05-09 09:45:01,email_upload,0.97,False,
INV-00322,COMP-05,VEN-0043,Legal,6500,164219.02,INR,29559.42,2025-05-07,2025-06-06,Net 60,Overdue,PO-317869,CTR-1379,USR-0027,2025-05-07 13:08:05,email_upload,0.88,False,
INV-00323,COMP-01,VEN-0007,HR,6110,40061.73,INR,7211.11,2026-04-16,2026-06-15,Net 30,Paid,PO-458783,,USR-0030,2026-04-16 13:30:25,scanned_document,0.98,True,
INV-00324,COMP-05,VEN-0054,HR,6900,54108.51,INR,9739.53,2025-08-23,2025-09-22,Net 30,Pending,PO-452453,,USR-0067,2025-08-23 15:12:44,portal_upload,0.82,False,
INV-00325,COMP-04,VEN-0108,Engineering,6200,7902.95,INR,1422.53,2025-09-30,2025-10-15,Net 45,Paid,PO-350812,CTR-3676,USR-0039,2025-09-30 10:57:41,whatsapp_bot,0.85,False,
INV-00326,COMP-04,VEN-0042,Finance,6600,21350.06,INR,3843.01,2025-04-22,2025-06-06,Net 30,Pending,PO-901016,CTR-1654,USR-0009,2025-04-22 15:57:25,email_upload,0.88,False,
INV-00327,COMP-04,VEN-0096,HR,6900,45412.56,INR,8174.26,2026-04-11,2026-04-26,Net 30,Paid,PO-159367,CTR-2176,USR-0075,2026-04-11 11:34:50,whatsapp_bot,0.95,False,
INV-00328,COMP-02,VEN-0107,Sales,6900,17780.41,INR,3200.47,2025-08-06,2025-08-21,Net 60,Paid,PO-693757,,USR-0052,2025-08-06 16:47:00,portal_upload,0.48,False,
INV-00329,COMP-05,VEN-0103,Engineering,6600,6305.64,INR,1135.02,2025-05-25,2025-06-09,Net 15,Pending,PO-721670,,USR-0118,2025-05-25 10:42:49,whatsapp_bot,0.5,False,
INV-00330,COMP-01,VEN-0026,Legal,6500,7052.97,USD,0.0,2025-08-14,2025-08-29,Net 15,Pending,PO-761047,,USR-0061,2025-08-14 18:51:22,email_upload,0.54,True,
INV-00331,COMP-02,VEN-0020,Operations,6800,662.99,INR,119.34,2025-09-09,2025-09-24,Net 30,Paid,PO-612963,,USR-0028,2025-09-09 18:33:21,scanned_document,0.56,False,
INV-00332,COMP-02,VEN-0101,R&D,6100,14955.29,INR,2691.95,2025-11-03,2026-01-02,Net 30,Pending,PO-639664,,USR-0068,2025-11-03 14:39:38,portal_upload,0.56,True,
INV-00333,COMP-01,VEN-0019,Engineering,6500,39538.0,INR,7116.84,2026-03-11,2026-05-10,Net 15,Overdue,PO-370022,CTR-3777,USR-0105,2026-03-11 13:30:03,portal_upload,0.48,True,
INV-00334,COMP-04,VEN-0032,R&D,6800,169.69,INR,30.54,2025-12-03,2026-01-02,Net 15,Pending,,CTR-5078,USR-0039,2025-12-03 11:54:56,scanned_document,0.53,True,
INV-00335,COMP-01,VEN-0013,Marketing,6110,700.83,INR,126.15,2025-05-20,2025-06-04,Net 45,Paid,PO-314648,,USR-0089,2025-05-20 13:15:13,portal_upload,0.46,False,
INV-00336,COMP-05,VEN-0022,R&D,6300,7888.47,INR,1419.92,2025-01-31,2025-02-15,Net 15,Paid,PO-274472,CTR-4835,USR-0002,2025-01-31 17:58:29,scanned_document,0.5,False,
INV-00337,COMP-01,VEN-0094,Customer Success,6800,3639.2,INR,655.06,2026-06-20,2026-08-19,Net 30,Cancelled,PO-596519,CTR-3816,USR-0065,2026-06-20 19:02:22,email_upload,0.37,False,
