budget_id,company_id,department,period,allocated,spent,remaining
BUD-00748,COMP-05,Marketing,2025-10,126430.34,122783.11,3647.23
BUD-00749,COMP-05,Marketing,2025-11,111252.73,97993.18,13259.55
BUD-00750,COMP-05,Marketing,2025-12,127482.86,47432.19,80050.67
BUD-00751,COMP-05,Marketing,2026-01,138178.92,128590.11,9588.81
BUD-00752,COMP-05,Marketing,2026-02,113894.51,119789.25,-5894.74
BUD-00753,COMP-05,Marketing,2026-03,128530.72,104572.35,23958.37
BUD-00754,COMP-05,Marketing,2026-04,117309.11,43678.96,73630.15
BUD-00755,COMP-05,Marketing,2026-05,132472.42,115343.73,17128.69
BUD-00756,COMP-05,Marketing,2026-06,116352.36,43615.39,72736.97
BUD-00757,COMP-05,Sales,2025-01,257787.29,155077.11,102710.18
BUD-00758,COMP-05,Sales,2025-02,294735.31,224834.82,69900.49
BUD-00759,COMP-05,Sales,2025-03,245254.21,210984.36,34269.85
BUD-00760,COMP-05,Sales,2025-04,285003.88,217912.01,67091.87
BUD-00761,COMP-05,Sales,2025-05,300376.74,209461.47,90915.27
BUD-00762,COMP-05,Sales,2025-06,280344.42,109548.11,170796.31
BUD-00763,COMP-05,Sales,2025-07,257331.99,146433.39,110898.6
BUD-00764,COMP-05,Sales,2025-08,265821.36,192236.03,73585.33
BUD-00765,COMP-05,Sales,2025-09,245040.35,209374.66,35665.69
BUD-00766,COMP-05,Sales,2025-10,241069.48,128768.0,112301.48
BUD-00767,COMP-05,Sales,2025-11,276077.06,101501.04,174576.02
BUD-00768,COMP-05,Sales,2025-12,259163.68,243825.63,15338.05
BUD-00769,COMP-05,Sales,2026-01,285731.05,178344.82,107386.23
BUD-00770,COMP-05,Sales,2026-02,248491.34,223061.31,25430.03
BUD-00771,COMP-05,Sales,2026-03,294811.02,120680.35,174130.67
BUD-00772,COMP-05,Sales,2026-04,265072.88,198746.74,66326.14
BUD-00773,COMP-05,Sales,2026-05,283203.79,141035.54,142168.25
BUD-00774,COMP-05,Sales,2026-06,291711.75,231785.59,59926.16
BUD-00775,COMP-05,HR,2025-01,381590.62,323939.49,57651.13
BUD-00776,COMP-05,HR,2025-02,358298.73,203223.26,155075.47
BUD-00777,COMP-05,HR,2025-03,324960.25,202385.39,122574.86
BUD-00778,COMP-05,HR,2025-04,370046.75,290500.87,79545.88
BUD-00779,COMP-05,HR,2025-05,325401.85,328283.66,-2881.81
BUD-00780,COMP-05,HR,2025-06,345405.79,367706.55,-22300.76
BUD-00781,COMP-05,HR,2025-07,356838.14,316340.8,40497.34
BUD-00782,COMP-05,HR,2025-08,330971.15,355438.81,-24467.66
BUD-00783,COMP-05,HR,2025-09,342281.83,288123.94,54157.89
BUD-00784,COMP-05,HR,2025-10,335898.74,245798.03,90100.71
BUD-00785,COMP-05,HR,2025-11,316857.68,196106.3,120751.38
BUD-00786,COMP-05,HR,2025-12,336724.16,300454.72,36269.44
BUD-00787,COMP-05,HR,2026-01,315336.1,155891.3,159444.8
BUD-00788,COMP-05,HR,2026-02,356050.84,247676.14,108374.7
BUD-00789,COMP-05,HR,2026-03,376045.83,136968.05,239077.78
BUD-00790,COMP-05,HR,2026-04,339175.22,324559.94,14615.28
BUD-00791,COMP-05,HR,2026-05,365391.99,222007.99,143384.0
BUD-00792,COMP-05,HR,2026-06,345352.63,220960.24,124392.39
BUD-00793,COMP-05,Operations,2025-01,75098.45,38801.48,36296.97
BUD-00794,COMP-05,Operations,2025-02,91235.91,44717.77,46518.14
BUD-00795,COMP-05,Operations,2025-03,79265.55,60024.25,19241.3
BUD-00796,COMP-05,Operations,2025-04,87664.01,72170.78,15493.23
BUD-00797,COMP-05,Operations,2025-05,79749.53,47781.01,31968.52
BUD-00798,COMP-05,Operations,2025-06,73705.99,68539.44,5166.55
BUD-00799,COMP-05,Operations,2025-07,81136.5,45676.0,35460.5
BUD-00800,COMP-05,Operations,2025-08,77669.45,55163.81,22505.64
BUD-00801,COMP-05,Operations,2025-09,76499.01,44964.12,31534.89
BUD-00802,COMP-05,Operations,2025-10,75588.74,36962.4,38626.34
BUD-00803,COMP-05,Operations,2025-11,84202.15,49631.26,34570.89
BUD-00804,COMP-05,Operations,2025-12,75630.9,74601.88,1029.02
BUD-00805,COMP-05,Operations,2026-01,74655.74,48628.49,26027.25
BUD-00806,COMP-05,Operations,2026-02,79419.97,31149.88,48270.09
BUD-00807,COMP-05,Operations,2026-03,79476.77,53408.07,26068.7
BUD-00808,COMP-05,Operations,2026-04,87501.29,47180.32,40320.97
BUD-00809,COMP-05,Operations,2026-05,81181.93,81779.33,-597.4
BUD-00810,COMP-05,Operations,2026-06,86391.23,58327.62,28063.61
BUD-00811,COMP-05,Finance,2025-01,162154.51,166906.61,-4752.1
BUD-00812,COMP-05,Finance,2025-02,141971.66,137862.91,4108.75
BUD-00813,COMP-05,Finance,2025-03,146931.82,102780.92,44150.9
BUD-00814,COMP-05,Finance,2025-04,134056.04,70669.12,63386.92
BUD-00815,COMP-05,Finance,2025-05,142004.03,70714.95,71289.08
BUD-00816,COMP-05,Finance,2025-06,163645.07,170880.46,-7235.39
BUD-00817,COMP-05,Finance,2025-07,144892.32,135556.72,9335.6
BUD-00818,COMP-05,Finance,2025-08,144246.51,111666.89,32579.62
BUD-00819,COMP-05,Finance,2025-09,140297.12,142220.46,-1923.34
BUD-00820,COMP-05,Finance,2025-10,152162.17,118833.25,33328.92
BUD-00821,COMP-05,Finance,2025-11,162469.42,118976.03,43493.39
BUD-00822,COMP-05,Finance,2025-12,151220.1,131488.14,19731.96
BUD-00823,COMP-05,Finance,2026-01,150642.09,116115.08,34527.01
BUD-00824,COMP-05,Finance,2026-02,144160.17,66510.65,77649.52
BUD-00825,COMP-05,Finance,2026-03,141361.89,149698.73,-8336.84
BUD-00826,COMP-05,Finance,2026-04,154938.88,56296.04,98642.84
BUD-00827,COMP-05,Finance,2026-05,140037.25,108636.1,31401.15
BUD-00828,COMP-05,Finance,2026-06,152008.7,162954.44,-10945.74
BUD-00829,COMP-05,IT,2025-01,338721.09,317867.93,20853.16
BUD-00830,COMP-05,IT,2025-02,422849.01,378268.74,44580.27
BUD-00831,COMP-05,IT,2025-03,420096.97,263850.54,156246.43
BUD-00832,COMP-05,IT,2025-04,390192.82,331665.55,58527.27
BUD-00833,COMP-05,IT,2025-05,405648.68,354132.37,51516.31
BUD-00834,COMP-05,IT,2025-06,407836.7,243184.31,164652.39
BUD-00835,COMP-05,IT,2025-07,405515.81,318629.34,86886.47
BUD-00836,COMP-05,IT,2025-08,420827.99,246811.78,174016.21
BUD-00837,COMP-05,IT,2025-09,389321.68,380924.16,8397.52
BUD-00838,COMP-05,IT,2025-10,402263.59,345568.5,56695.09
BUD-00839,COMP-05,IT,2025-11,345598.13,160191.99,185406.14
BUD-00840,COMP-05,IT,2025-12,361487.73,298556.81,62930.92
BUD-00841,COMP-05,IT,2026-01,335163.01,278688.72,56474.29
BUD-00842,COMP-05,IT,2026-02,343218.5,168594.53,174623.97
BUD-00843,COMP-05,IT,2026-03,357758.07,268466.87,89291.2
BUD-00844,COMP-05,IT,2026-04,398403.15,414793.6,-16390.45
BUD-00845,COMP-05,IT,2026-05,353231.39,145700.08,207531.31
BUD-00846,COMP-05,IT,2026-06,411277.16,321039.18,90237.98
BUD-00847,COMP-05,Legal,2025-01,403599.14,179596.52,224002.62
BUD-00848,COMP-05,Legal,2025-02,370551.97,188998.01,181553.96
BUD-00849,COMP-05,Legal,2025-03,378782.26,211521.86,167260.4
BUD-00850,COMP-05,Legal,2025-04,417256.3,418915.85,-1659.55
BUD-00851,COMP-05,Legal,2025-05,354383.97,382675.99,-28292.02
BUD-00852,COMP-05,Legal,2025-06,426684.61,269359.22,157325.39
BUD-00853,COMP-05,Legal,2025-07,418446.52,435418.73,-16972.21
BUD-00854,COMP-05,Legal,2025-08,405386.03,249313.32,156072.71
BUD-00855,COMP-05,Legal,2025-09,395551.96,359850.06,35701.9
BUD-00856,COMP-05,Legal,2025-10,368443.4,256795.98,111647.42
BUD-00857,COMP-05,Legal,2025-11,345016.64,160101.89,184914.75
BUD-00858,COMP-05,Legal,2025-12,411087.04,236497.33,174589.71
BUD-00859,COMP-05,Legal,2026-01,402375.47,266947.86,135427.61
BUD-00860,COMP-05,Legal,2026-02,403175.0,225125.15,178049.85
BUD-00861,COMP-05,Legal,2026-03,344807.7,288691.87,56115.83
BUD-00862,COMP-05,Legal,2026-04,360716.6,180104.24,180612.36
BUD-00863,COMP-05,Legal,2026-05,380019.18,270642.29,109376.89
BUD-00864,COMP-05,Legal,2026-06,419973.93,360669.14,59304.79
BUD-00865,COMP-05,R&D,2025-01,221613.31,174603.18,47010.13
BUD-00866,COMP-05,R&D,2025-02,204546.5,116117.31,88429.19
BUD-00867,COMP-05,R&D,2025-03,230550.01,238810.9,-8260.89
BUD-00868,COMP-05,R&D,2025-04,230396.8,115924.5,114472.3
BUD-00869,COMP-05,R&D,2025-05,250495.42,233254.88,17240.54
BUD-00870,COMP-05,R&D,2025-06,209651.1,129744.73,79906.37
BUD-00871,COMP-05,R&D,2025-07,199274.75,180598.67,18676.08
BUD-00872,COMP-05,R&D,2025-08,209396.58,199624.57,9772.01
BUD-00873,COMP-05,R&D,2025-09,236797.78,217069.08,19728.7
BUD-00874,COMP-05,R&D,2025-10,228396.6,120412.3,107984.3
BUD-00875,COMP-05,R&D,2025-11,199412.57,156321.6,43090.97
BUD-00876,COMP-05,R&D,2025-12,198155.55,144446.41,53709.14
BUD-00877,COMP-05,R&D,2026-01,239884.44,108535.53,131348.91
BUD-00878,COMP-05,R&D,2026-02,221395.41,164940.96,56454.45
BUD-00879,COMP-05,R&D,2026-03,205704.84,102271.62,103433.22
BUD-00880,COMP-05,R&D,2026-04,230915.43,110070.06,120845.37
BUD-00881,COMP-05,R&D,2026-05,205785.56,105203.33,100582.23
BUD-00882,COMP-05,R&D,2026-06,248816.77,250086.99,-1270.22
BUD-00883,COMP-05,Customer Success,2025-01,120637.34,78430.94,42206.4
BUD-00884,COMP-05,Customer Success,2025-02,104963.37,55994.55,48968.82
BUD-00885,COMP-05,Customer Success,2025-03,122874.46,44755.8,78118.66
BUD-00886,COMP-05,Customer Success,2025-04,131778.32,73593.02,58185.3
BUD-00887,COMP-05,Customer Success,2025-05,114125.7,119014.86,-4889.16
BUD-00888,COMP-05,Customer Success,2025-06,108102.88,48145.61,59957.27
BUD-00889,COMP-05,Customer Success,2025-07,117727.86,68124.68,49603.18
BUD-00890,COMP-05,Customer Success,2025-08,113292.19,87840.14,25452.05
BUD-00891,COMP-05,Customer Success,2025-09,131536.37,85880.22,45656.15
BUD-00892,COMP-05,Customer Success,2025-10,105340.04,65551.86,39788.18
BUD-00893,COMP-05,Customer Success,2025-11,128722.85,85704.64,43018.21
BUD-00894,COMP-05,Customer Success,2025-12,105832.0,56328.57,49503.43
BUD-00895,COMP-05,Customer Success,2026-01,110628.14,67038.26,43589.88
BUD-00896,COMP-05,Customer Success,2026-02,113270.86,95117.02,18153.84
BUD-00897,COMP-05,Customer Success,2026-03,124861.22,47773.99,77087.23
BUD-00898,COMP-05,Customer Success,2026-04,108280.34,102886.52,5393.82
BUD-00899,COMP-05,Customer Success,2026-05,129383.54,119751.17,9632.37
BUD-00900,COMP-05,Customer Success,2026-06,109195.82,93450.18,15745.64
