transaction_id,company_id,date,type,category,amount
CT-003052,COMP-03,2026-03-10,outflow,Vendor Payments,321955.81
CT-003053,COMP-03,2026-03-11,inflow,Revenue/Collections,370996.81
CT-003054,COMP-03,2026-03-11,outflow,Payroll,336638.29
CT-003055,COMP-03,2026-03-12,inflow,Revenue/Collections,373061.49
CT-003056,COMP-03,2026-03-12,outflow,Vendor Payments,288231.99
CT-003057,COMP-03,2026-03-13,inflow,Revenue/Collections,402800.41
CT-003058,COMP-03,2026-03-13,outflow,Operating Expenses,283573.67
CT-003059,COMP-03,2026-03-14,inflow,Revenue/Collections,167418.22
CT-003060,COMP-03,2026-03-14,outflow,Payroll,110521.79
CT-003061,COMP-03,2026-03-15,inflow,Revenue/Collections,171851.41
CT-003062,COMP-03,2026-03-15,outflow,Payroll,98372.09
CT-003063,COMP-03,2026-03-16,inflow,Revenue/Collections,403256.46
CT-003064,COMP-03,2026-03-16,outflow,Payroll,277895.72
CT-003065,COMP-03,2026-03-17,inflow,Revenue/Collections,354872.56
CT-003066,COMP-03,2026-03-17,outflow,Vendor Payments,323931.81
CT-003067,COMP-03,2026-03-18,inflow,Revenue/Collections,356503.3
CT-003068,COMP-03,2026-03-18,outflow,Payroll,302518.86
CT-003069,COMP-03,2026-03-19,inflow,Revenue/Collections,350249.69
CT-003070,COMP-03,2026-03-19,outflow,Payroll,275531.99
CT-003071,COMP-03,2026-03-20,inflow,Revenue/Collections,362046.4
CT-003072,COMP-03,2026-03-20,outflow,Operating Expenses,321690.97
CT-003073,COMP-03,2026-03-21,inflow,Revenue/Collections,169874.54
CT-003074,COMP-03,2026-03-21,outflow,Operating Expenses,81508.1
CT-003075,COMP-03,2026-03-22,inflow,Revenue/Collections,169815.2
CT-003076,COMP-03,2026-03-22,outflow,Vendor Payments,110728.39
CT-003077,COMP-03,2026-03-23,inflow,Revenue/Collections,368261.4
CT-003078,COMP-03,2026-03-23,outflow,Vendor Payments,288698.84
CT-003079,COMP-03,2026-03-24,inflow,Revenue/Collections,354897.33
CT-003080,COMP-03,2026-03-24,outflow,Vendor Payments,270249.52
CT-003081,COMP-03,2026-03-25,inflow,Revenue/Collections,343409.53
CT-003082,COMP-03,2026-03-25,outflow,Vendor Payments,353909.7
CT-003083,COMP-03,2026-03-26,inflow,Revenue/Collections,402214.21
CT-003084,COMP-03,2026-03-26,outflow,Vendor Payments,459882.81
CT-003085,COMP-03,2026-03-27,inflow,Revenue/Collections,365687.78
CT-003086,COMP-03,2026-03-27,outflow,Vendor Payments,600078.82
CT-003087,COMP-03,2026-03-28,inflow,Revenue/Collections,168879.75
CT-003088,COMP-03,2026-03-28,outflow,Payroll,157053.83
CT-003089,COMP-03,2026-03-29,inflow,Revenue/Collections,187391.63
CT-003090,COMP-03,2026-03-29,outflow,Payroll,98190.72
CT-003091,COMP-03,2026-03-30,inflow,Revenue/Collections,412796.59
CT-003092,COMP-03,2026-03-30,outflow,Operating Expenses,658698.38
CT-003093,COMP-03,2026-03-31,inflow,Revenue/Collections,399263.96
CT-003094,COMP-03,2026-03-31,outflow,Payroll,542253.82
CT-003095,COMP-03,2026-04-01,inflow,Revenue/Collections,395923.66
CT-003096,COMP-03,2026-04-01,outflow,Payroll,356062.92
CT-003097,COMP-03,2026-04-02,inflow,Revenue/Collections,450107.77
CT-003098,COMP-03,2026-04-02,outflow,Operating Expenses,334333.19
CT-003099,COMP-03,2026-04-03,inflow,Revenue/Collections,508337.44
CT-003100,COMP-03,2026-04-03,outflow,Operating Expenses,322922.45
CT-003101,COMP-03,2026-04-04,inflow,Revenue/Collections,173245.2
CT-003102,COMP-03,2026-04-04,outflow,Payroll,125399.09
CT-003103,COMP-03,2026-04-05,inflow,Revenue/Collections,159896.27
CT-003104,COMP-03,2026-04-05,outflow,Payroll,91559.24
CT-003105,COMP-03,2026-04-06,inflow,Revenue/Collections,413988.99
CT-003106,COMP-03,2026-04-06,outflow,Payroll,290160.54
CT-003107,COMP-03,2026-04-07,inflow,Revenue/Collections,391053.91
CT-003108,COMP-03,2026-04-07,outflow,Payroll,334840.11
CT-003109,COMP-03,2026-04-08,inflow,Revenue/Collections,353592.59
CT-003110,COMP-03,2026-04-08,outflow,Payroll,302326.31
CT-003111,COMP-03,2026-04-09,inflow,Revenue/Collections,342805.17
CT-003112,COMP-03,2026-04-09,outflow,Vendor Payments,286267.22
CT-003113,COMP-03,2026-04-10,inflow,Revenue/Collections,392606.92
CT-003114,COMP-03,2026-04-10,outflow,Operating Expenses,357955.33
CT-003115,COMP-03,2026-04-11,inflow,Revenue/Collections,156962.88
CT-003116,COMP-03,2026-04-11,outflow,Operating Expenses,101520.92
CT-003117,COMP-03,2026-04-12,inflow,Revenue/Collections,158489.03
CT-003118,COMP-03,2026-04-12,outflow,Operating Expenses,96059.56
CT-003119,COMP-03,2026-04-13,inflow,Revenue/Collections,395572.54
CT-003120,COMP-03,2026-04-13,outflow,Vendor Payments,283299.23
CT-003121,COMP-03,2026-04-14,inflow,Revenue/Collections,385310.2
CT-003122,COMP-03,2026-04-14,outflow,Operating Expenses,319530.02
CT-003123,COMP-03,2026-04-15,inflow,Revenue/Collections,355457.28
CT-003124,COMP-03,2026-04-15,outflow,Vendor Payments,281401.12
CT-003125,COMP-03,2026-04-16,inflow,Revenue/Collections,388035.49
CT-003126,COMP-03,2026-04-16,outflow,Vendor Payments,350236.36
CT-003127,COMP-03,2026-04-17,inflow,Revenue/Collections,361315.34
CT-003128,COMP-03,2026-04-17,outflow,Payroll,334117.01
CT-003129,COMP-03,2026-04-18,inflow,Revenue/Collections,130305.9
CT-003130,COMP-03,2026-04-18,outflow,Payroll,102130.0
CT-003131,COMP-03,2026-04-19,inflow,Revenue/Collections,181775.26
CT-003132,COMP-03,2026-04-19,outflow,Vendor Payments,126490.58
CT-003133,COMP-03,2026-04-20,inflow,Revenue/Collections,376750.62
CT-003134,COMP-03,2026-04-20,outflow,Vendor Payments,320354.5
CT-003135,COMP-03,2026-04-21,inflow,Revenue/Collections,398131.03
CT-003136,COMP-03,2026-04-21,outflow,Vendor Payments,273169.31
CT-003137,COMP-03,2026-04-22,inflow,Revenue/Collections,406035.32
CT-003138,COMP-03,2026-04-22,outflow,Operating Expenses,316464.76
CT-003139,COMP-03,2026-04-23,inflow,Revenue/Collections,418411.16
CT-003140,COMP-03,2026-04-23,outflow,Vendor Payments,341442.97
CT-003141,COMP-03,2026-04-24,inflow,Revenue/Collections,374385.12
CT-003142,COMP-03,2026-04-24,outflow,Operating Expenses,360752.25
CT-003143,COMP-03,2026-04-25,inflow,Revenue/Collections,178312.54
CT-003144,COMP-03,2026-04-25,outflow,Payroll,127595.93
CT-003145,COMP-03,2026-04-26,inflow,Revenue/Collections,155092.5
CT-003146,COMP-03,2026-04-26,outflow,Vendor Payments,188510.12
CT-003147,COMP-03,2026-04-27,inflow,Revenue/Collections,400458.66
CT-003148,COMP-03,2026-04-27,outflow,Vendor Payments,487513.31
CT-003149,COMP-03,2026-04-28,inflow,Revenue/Collections,387452.67
CT-003150,COMP-03,2026-04-28,outflow,Payroll,477151.42
CT-003151,COMP-03,2026-04-29,inflow,Revenue/Collections,419013.22
CT-003152,COMP-03,2026-04-29,outflow,Vendor Payments,397370.69
CT-003153,COMP-03,2026-04-30,inflow,Revenue/Collections,422667.36
CT-003154,COMP-03,2026-04-30,outflow,Operating Expenses,604922.03
CT-003155,COMP-03,2026-05-01,inflow,Revenue/Collections,437175.11
CT-003156,COMP-03,2026-05-01,outflow,Vendor Payments,340552.91
CT-003157,COMP-03,2026-05-02,inflow,Revenue/Collections,167261.72
CT-003158,COMP-03,2026-05-02,outflow,Vendor Payments,74162.52
CT-003159,COMP-03,2026-05-03,inflow,Revenue/Collections,209601.68
CT-003160,COMP-03,2026-05-03,outflow,Vendor Payments,79740.38
CT-003161,COMP-03,2026-05-04,inflow,Revenue/Collections,447615.26
CT-003162,COMP-03,2026-05-04,outflow,Vendor Payments,346246.95
CT-003163,COMP-03,2026-05-05,inflow,Revenue/Collections,490188.92
CT-003164,COMP-03,2026-05-05,outflow,Operating Expenses,275112.82
CT-003165,COMP-03,2026-05-06,inflow,Revenue/Collections,394759.69
CT-003166,COMP-03,2026-05-06,outflow,Operating Expenses,349332.17
CT-003167,COMP-03,2026-05-07,inflow,Revenue/Collections,357894.01
CT-003168,COMP-03,2026-05-07,outflow,Payroll,335554.28
CT-003169,COMP-03,2026-05-08,inflow,Revenue/Collections,413458.24
CT-003170,COMP-03,2026-05-08,outflow,Operating Expenses,275963.77
CT-003171,COMP-03,2026-05-09,inflow,Revenue/Collections,135287.85
CT-003172,COMP-03,2026-05-09,outflow,Payroll,65390.45
CT-003173,COMP-03,2026-05-10,inflow,Revenue/Collections,158532.37
CT-003174,COMP-03,2026-05-10,outflow,Payroll,96214.32
CT-003175,COMP-03,2026-05-11,inflow,Revenue/Collections,348581.62
CT-003176,COMP-03,2026-05-11,outflow,Payroll,306635.4
CT-003177,COMP-03,2026-05-12,inflow,Revenue/Collections,411104.03
CT-003178,COMP-03,2026-05-12,outflow,Operating Expenses,308885.12
CT-003179,COMP-03,2026-05-13,inflow,Revenue/Collections,389937.36
CT-003180,COMP-03,2026-05-13,outflow,Operating Expenses,338851.48
CT-003181,COMP-03,2026-05-14,inflow,Revenue/Collections,403033.38
CT-003182,COMP-03,2026-05-14,outflow,Payroll,279115.44
CT-003183,COMP-03,2026-05-15,inflow,Revenue/Collections,361289.62
CT-003184,COMP-03,2026-05-15,outflow,Payroll,292289.37
CT-003185,COMP-03,2026-05-16,inflow,Revenue/Collections,136747.9
CT-003186,COMP-03,2026-05-16,outflow,Operating Expenses,74038.51
CT-003187,COMP-03,2026-05-17,inflow,Revenue/Collections,126159.81
CT-003188,COMP-03,2026-05-17,outflow,Payroll,89201.63
CT-003189,COMP-03,2026-05-18,inflow,Revenue/Collections,392948.47
CT-003190,COMP-03,2026-05-18,outflow,Vendor Payments,277393.55
CT-003191,COMP-03,2026-05-19,inflow,Revenue/Collections,417891.56
CT-003192,COMP-03,2026-05-19,outflow,Operating Expenses,315291.82
CT-003193,COMP-03,2026-05-20,inflow,Revenue/Collections,358245.07
CT-003194,COMP-03,2026-05-20,outflow,Payroll,288207.18
CT-003195,COMP-03,2026-05-21,inflow,Revenue/Collections,424416.7
CT-003196,COMP-03,2026-05-21,outflow,Vendor Payments,300512.62
CT-003197,COMP-03,2026-05-22,inflow,Revenue/Collections,404130.31
CT-003198,COMP-03,2026-05-22,outflow,Operating Expenses,300988.38
CT-003199,COMP-03,2026-05-23,inflow,Revenue/Collections,160091.17
CT-003200,COMP-03,2026-05-23,outflow,Vendor Payments,81706.46
CT-003201,COMP-03,2026-05-24,inflow,Revenue/Collections,173564.88
CT-003202,COMP-03,2026-05-24,outflow,Vendor Payments,132538.79
CT-003203,COMP-03,2026-05-25,inflow,Revenue/Collections,404170.81
CT-003204,COMP-03,2026-05-25,outflow,Vendor Payments,366008.82
CT-003205,COMP-03,2026-05-26,inflow,Revenue/Collections,420038.22
CT-003206,COMP-03,2026-05-26,outflow,Payroll,482323.14
CT-003207,COMP-03,2026-05-27,inflow,Revenue/Collections,397734.76
CT-003208,COMP-03,2026-05-27,outflow,Operating Expenses,619963.33
CT-003209,COMP-03,2026-05-28,inflow,Revenue/Collections,422029.88
CT-003210,COMP-03,2026-05-28,outflow,Vendor Payments,568057.48
CT-003211,COMP-03,2026-05-29,inflow,Revenue/Collections,369178.03
CT-003212,COMP-03,2026-05-29,outflow,Vendor Payments,534353.64
CT-003213,COMP-03,2026-05-30,inflow,Revenue/Collections,146868.5
CT-003214,COMP-03,2026-05-30,outflow,Payroll,119983.94
CT-003215,COMP-03,2026-05-31,inflow,Revenue/Collections,131118.68
CT-003216,COMP-03,2026-05-31,outflow,Operating Expenses,205930.87
CT-003217,COMP-03,2026-06-01,inflow,Revenue/Collections,450422.82
CT-003218,COMP-03,2026-06-01,outflow,Operating Expenses,288731.84
CT-003219,COMP-03,2026-06-02,inflow,Revenue/Collections,455930.86
CT-003220,COMP-03,2026-06-02,outflow,Vendor Payments,280245.56
CT-003221,COMP-03,2026-06-03,inflow,Revenue/Collections,456219.17
CT-003222,COMP-03,2026-06-03,outflow,Vendor Payments,363810.68
CT-003223,COMP-03,2026-06-04,inflow,Revenue/Collections,453859.23
CT-003224,COMP-03,2026-06-04,outflow,Operating Expenses,339104.44
CT-003225,COMP-03,2026-06-05,inflow,Revenue/Collections,398224.17
CT-003226,COMP-03,2026-06-05,outflow,Operating Expenses,309404.54
CT-003227,COMP-03,2026-06-06,inflow,Revenue/Collections,175714.79
CT-003228,COMP-03,2026-06-06,outflow,Payroll,126990.78
CT-003229,COMP-03,2026-06-07,inflow,Revenue/Collections,155869.31
CT-003230,COMP-03,2026-06-07,outflow,Vendor Payments,96888.08
CT-003231,COMP-03,2026-06-08,inflow,Revenue/Collections,425584.03
CT-003232,COMP-03,2026-06-08,outflow,Operating Expenses,299640.77
CT-003233,COMP-03,2026-06-09,inflow,Revenue/Collections,425492.25
CT-003234,COMP-03,2026-06-09,outflow,Vendor Payments,299901.36
CT-003235,COMP-03,2026-06-10,inflow,Revenue/Collections,428373.16
CT-003236,COMP-03,2026-06-10,outflow,Operating Expenses,360528.37
CT-003237,COMP-03,2026-06-11,inflow,Revenue/Collections,371128.85
CT-003238,COMP-03,2026-06-11,outflow,Operating Expenses,377331.1
CT-003239,COMP-03,2026-06-12,inflow,Revenue/Collections,418385.11
CT-003240,COMP-03,2026-06-12,outflow,Vendor Payments,284535.0
CT-003241,COMP-03,2026-06-13,inflow,Revenue/Collections,188079.05
CT-003242,COMP-03,2026-06-13,outflow,Payroll,71113.1
CT-003243,COMP-03,2026-06-14,inflow,Revenue/Collections,178831.29
CT-003244,COMP-03,2026-06-14,outflow,Payroll,102983.71
CT-003245,COMP-03,2026-06-15,inflow,Revenue/Collections,372526.7
CT-003246,COMP-03,2026-06-15,outflow,Operating Expenses,371140.41
CT-003247,COMP-03,2026-06-16,inflow,Revenue/Collections,378396.42
CT-003248,COMP-03,2026-06-16,outflow,Operating Expenses,324850.12
CT-003249,COMP-03,2026-06-17,inflow,Revenue/Collections,414199.21
CT-003250,COMP-03,2026-06-17,outflow,Payroll,360879.95
CT-003251,COMP-03,2026-06-18,inflow,Revenue/Collections,403255.37
CT-003252,COMP-03,2026-06-18,outflow,Vendor Payments,381008.04
CT-003253,COMP-03,2026-06-19,inflow,Revenue/Collections,401906.44
CT-003254,COMP-03,2026-06-19,outflow,Operating Expenses,355512.21
CT-003255,COMP-03,2026-06-20,inflow,Revenue/Collections,160699.88
CT-003256,COMP-03,2026-06-20,outflow,Operating Expenses,85172.89
CT-003257,COMP-03,2026-06-21,inflow,Revenue/Collections,149144.13
CT-003258,COMP-03,2026-06-21,outflow,Payroll,131885.75
CT-003259,COMP-03,2026-06-22,inflow,Revenue/Collections,421784.56
CT-003260,COMP-03,2026-06-22,outflow,Operating Expenses,338961.61
CT-003261,COMP-03,2026-06-23,inflow,Revenue/Collections,362952.56
CT-003262,COMP-03,2026-06-23,outflow,Payroll,373058.32
CT-003263,COMP-03,2026-06-24,inflow,Revenue/Collections,418834.55
CT-003264,COMP-03,2026-06-24,outflow,Operating Expenses,380882.25
CT-003265,COMP-03,2026-06-25,inflow,Revenue/Collections,430094.76
CT-003266,COMP-03,2026-06-25,outflow,Operating Expenses,349049.3
CT-003267,COMP-03,2026-06-26,inflow,Revenue/Collections,408951.51
CT-003268,COMP-03,2026-06-26,outflow,Operating Expenses,565087.52
CT-003269,COMP-03,2026-06-27,inflow,Revenue/Collections,154998.81
CT-003270,COMP-03,2026-06-27,outflow,Vendor Payments,111734.15
CT-003271,COMP-03,2026-06-28,inflow,Revenue/Collections,144893.7
CT-003272,COMP-03,2026-06-28,outflow,Payroll,158470.74
CT-003273,COMP-03,2026-06-29,inflow,Revenue/Collections,381744.86
CT-003274,COMP-03,2026-06-29,outflow,Payroll,560420.3
CT-003275,COMP-03,2026-06-30,inflow,Revenue/Collections,417336.5
CT-003276,COMP-03,2026-06-30,outflow,Operating Expenses,672992.27
CT-003277,COMP-04,2025-01-01,inflow,Revenue/Collections,256573.63
CT-003278,COMP-04,2025-01-01,outflow,Operating Expenses,153711.62
CT-003279,COMP-04,2025-01-02,inflow,Revenue/Collections,245805.06
CT-003280,COMP-04,2025-01-02,outflow,Vendor Payments,142574.17
CT-003281,COMP-04,2025-01-03,inflow,Revenue/Collections,212719.85
CT-003282,COMP-04,2025-01-03,outflow,Operating Expenses,153199.31
CT-003283,COMP-04,2025-01-04,inflow,Revenue/Collections,82622.99
CT-003284,COMP-04,2025-01-04,outflow,Payroll,37098.7
CT-003285,COMP-04,2025-01-05,inflow,Revenue/Collections,103565.58
CT-003286,COMP-04,2025-01-05,outflow,Payroll,40094.98
CT-003287,COMP-04,2025-01-06,inflow,Revenue/Collections,208948.31
CT-003288,COMP-04,2025-01-06,outflow,Operating Expenses,133646.04
CT-003289,COMP-04,2025-01-07,inflow,Revenue/Collections,194675.07
CT-003290,COMP-04,2025-01-07,outflow,Payroll,152164.99
CT-003291,COMP-04,2025-01-08,inflow,Revenue/Collections,219377.28
CT-003292,COMP-04,2025-01-08,outflow,Payroll,128824.66
CT-003293,COMP-04,2025-01-09,inflow,Revenue/Collections,206361.79
CT-003294,COMP-04,2025-01-09,outflow,Payroll,120151.66
CT-003295,COMP-04,2025-01-10,inflow,Revenue/Collections,201231.75
CT-003296,COMP-04,2025-01-10,outflow,Vendor Payments,120272.26
CT-003297,COMP-04,2025-01-11,inflow,Revenue/Collections,79455.06
CT-003298,COMP-04,2025-01-11,outflow,Vendor Payments,28575.85
CT-003299,COMP-04,2025-01-12,inflow,Revenue/Collections,63766.99
CT-003300,COMP-04,2025-01-12,outflow,Vendor Payments,39148.5
CT-003301,COMP-04,2025-01-13,inflow,Revenue/Collections,195238.27
CT-003302,COMP-04,2025-01-13,outflow,Vendor Payments,138519.27
CT-003303,COMP-04,2025-01-14,inflow,Revenue/Collections,208697.3
CT-003304,COMP-04,2025-01-14,outflow,Operating Expenses,127196.43
CT-003305,COMP-04,2025-01-15,inflow,Revenue/Collections,190026.61
CT-003306,COMP-04,2025-01-15,outflow,Vendor Payments,114431.69
CT-003307,COMP-04,2025-01-16,inflow,Revenue/Collections,219132.53
CT-003308,COMP-04,2025-01-16,outflow,Payroll,127136.33
CT-003309,COMP-04,2025-01-17,inflow,Revenue/Collections,191143.4
CT-003310,COMP-04,2025-01-17,outflow,Vendor Payments,154547.71
CT-003311,COMP-04,2025-01-18,inflow,Revenue/Collections,78193.02
CT-003312,COMP-04,2025-01-18,outflow,Payroll,41697.05
CT-003313,COMP-04,2025-01-19,inflow,Revenue/Collections,80967.49
CT-003314,COMP-04,2025-01-19,outflow,Vendor Payments,30784.96
CT-003315,COMP-04,2025-01-20,inflow,Revenue/Collections,194019.2
CT-003316,COMP-04,2025-01-20,outflow,Payroll,118066.91
CT-003317,COMP-04,2025-01-21,inflow,Revenue/Collections,211869.02
CT-003318,COMP-04,2025-01-21,outflow,Vendor Payments,115583.86
CT-003319,COMP-04,2025-01-22,inflow,Revenue/Collections,204841.79
CT-003320,COMP-04,2025-01-22,outflow,Vendor Payments,119932.02
CT-003321,COMP-04,2025-01-23,inflow,Revenue/Collections,207280.65
CT-003322,COMP-04,2025-01-23,outflow,Operating Expenses,150824.99
CT-003323,COMP-04,2025-01-24,inflow,Revenue/Collections,191286.3
CT-003324,COMP-04,2025-01-24,outflow,Payroll,140298.61
CT-003325,COMP-04,2025-01-25,inflow,Revenue/Collections,71542.37
CT-003326,COMP-04,2025-01-25,outflow,Payroll,47534.75
CT-003327,COMP-04,2025-01-26,inflow,Revenue/Collections,66940.25
CT-003328,COMP-04,2025-01-26,outflow,Vendor Payments,48635.14
CT-003329,COMP-04,2025-01-27,inflow,Revenue/Collections,220423.9
CT-003330,COMP-04,2025-01-27,outflow,Vendor Payments,251007.35
CT-003331,COMP-04,2025-01-28,inflow,Revenue/Collections,203591.45
CT-003332,COMP-04,2025-01-28,outflow,Vendor Payments,250223.16
CT-003333,COMP-04,2025-01-29,inflow,Revenue/Collections,196120.19
CT-003334,COMP-04,2025-01-29,outflow,Payroll,205220.91
CT-003335,COMP-04,2025-01-30,inflow,Revenue/Collections,218641.92
CT-003336,COMP-04,2025-01-30,outflow,Payroll,247400.19
CT-003337,COMP-04,2025-01-31,inflow,Revenue/Collections,195058.73
CT-003338,COMP-04,2025-01-31,outflow,Vendor Payments,179567.11
CT-003339,COMP-04,2025-02-01,inflow,Revenue/Collections,93249.31
CT-003340,COMP-04,2025-02-01,outflow,Payroll,38124.25
CT-003341,COMP-04,2025-02-02,inflow,Revenue/Collections,110604.93
CT-003342,COMP-04,2025-02-02,outflow,Payroll,29537.3
CT-003343,COMP-04,2025-02-03,inflow,Revenue/Collections,260345.8
CT-003344,COMP-04,2025-02-03,outflow,Vendor Payments,154197.68
CT-003345,COMP-04,2025-02-04,inflow,Revenue/Collections,223552.61
CT-003346,COMP-04,2025-02-04,outflow,Operating Expenses,146387.54
CT-003347,COMP-04,2025-02-05,inflow,Revenue/Collections,218134.33
CT-003348,COMP-04,2025-02-05,outflow,Operating Expenses,126786.22
CT-003349,COMP-04,2025-02-06,inflow,Revenue/Collections,183641.49
CT-003350,COMP-04,2025-02-06,outflow,Payroll,150383.09
CT-003351,COMP-04,2025-02-07,inflow,Revenue/Collections,209897.82
CT-003352,COMP-04,2025-02-07,outflow,Payroll,134554.81
CT-003353,COMP-04,2025-02-08,inflow,Revenue/Collections,94083.1
CT-003354,COMP-04,2025-02-08,outflow,Vendor Payments,40769.41
CT-003355,COMP-04,2025-02-09,inflow,Revenue/Collections,65665.13
CT-003356,COMP-04,2025-02-09,outflow,Operating Expenses,38306.81
CT-003357,COMP-04,2025-02-10,inflow,Revenue/Collections,183971.13
CT-003358,COMP-04,2025-02-10,outflow,Vendor Payments,137950.2
CT-003359,COMP-04,2025-02-11,inflow,Revenue/Collections,200953.69
CT-003360,COMP-04,2025-02-11,outflow,Operating Expenses,137722.51
CT-003361,COMP-04,2025-02-12,inflow,Revenue/Collections,211520.11
CT-003362,COMP-04,2025-02-12,outflow,Payroll,131933.81
CT-003363,COMP-04,2025-02-13,inflow,Revenue/Collections,212014.95
CT-003364,COMP-04,2025-02-13,outflow,Payroll,137863.93
CT-003365,COMP-04,2025-02-14,inflow,Revenue/Collections,197548.88
CT-003366,COMP-04,2025-02-14,outflow,Vendor Payments,147758.74
CT-003367,COMP-04,2025-02-15,inflow,Revenue/Collections,72943.52
CT-003368,COMP-04,2025-02-15,outflow,Operating Expenses,45159.43
CT-003369,COMP-04,2025-02-16,inflow,Revenue/Collections,64523.62
CT-003370,COMP-04,2025-02-16,outflow,Operating Expenses,30121.31
CT-003371,COMP-04,2025-02-17,inflow,Revenue/Collections,195668.65
CT-003372,COMP-04,2025-02-17,outflow,Payroll,127030.85
CT-003373,COMP-04,2025-02-18,inflow,Revenue/Collections,183202.6
CT-003374,COMP-04,2025-02-18,outflow,Operating Expenses,118684.2
CT-003375,COMP-04,2025-02-19,inflow,Revenue/Collections,182758.31
CT-003376,COMP-04,2025-02-19,outflow,Payroll,128134.44
CT-003377,COMP-04,2025-02-20,inflow,Revenue/Collections,212536.97
CT-003378,COMP-04,2025-02-20,outflow,Payroll,123144.1
CT-003379,COMP-04,2025-02-21,inflow,Revenue/Collections,184334.27
CT-003380,COMP-04,2025-02-21,outflow,Vendor Payments,124535.32
CT-003381,COMP-04,2025-02-22,inflow,Revenue/Collections,77461.68
CT-003382,COMP-04,2025-02-22,outflow,Vendor Payments,29156.91
CT-003383,COMP-04,2025-02-23,inflow,Revenue/Collections,84972.02
CT-003384,COMP-04,2025-02-23,outflow,Payroll,53847.85
CT-003385,COMP-04,2025-02-24,inflow,Revenue/Collections,214490.43
CT-003386,COMP-04,2025-02-24,outflow,Payroll,147173.94
CT-003387,COMP-04,2025-02-25,inflow,Revenue/Collections,198782.97
CT-003388,COMP-04,2025-02-25,outflow,Payroll,136655.26
CT-003389,COMP-04,2025-02-26,inflow,Revenue/Collections,192760.11
CT-003390,COMP-04,2025-02-26,outflow,Operating Expenses,275449.39
CT-003391,COMP-04,2025-02-27,inflow,Revenue/Collections,219748.47
CT-003392,COMP-04,2025-02-27,outflow,Vendor Payments,171983.82
CT-003393,COMP-04,2025-02-28,inflow,Revenue/Collections,187782.64
CT-003394,COMP-04,2025-02-28,outflow,Vendor Payments,234485.63
CT-003395,COMP-04,2025-03-01,inflow,Revenue/Collections,88628.23
CT-003396,COMP-04,2025-03-01,outflow,Payroll,49125.78
CT-003397,COMP-04,2025-03-02,inflow,Revenue/Collections,81542.18
CT-003398,COMP-04,2025-03-02,outflow,Vendor Payments,41838.14
CT-003399,COMP-04,2025-03-03,inflow,Revenue/Collections,212551.84
CT-003400,COMP-04,2025-03-03,outflow,Vendor Payments,136730.22
CT-003401,COMP-04,2025-03-04,inflow,Revenue/Collections,241298.24
CT-003402,COMP-04,2025-03-04,outflow,Payroll,122388.61
CT-003403,COMP-04,2025-03-05,inflow,Revenue/Collections,213752.6
CT-003404,COMP-04,2025-03-05,outflow,Operating Expenses,153858.06
CT-003405,COMP-04,2025-03-06,inflow,Revenue/Collections,199677.06
CT-003406,COMP-04,2025-03-06,outflow,Vendor Payments,139641.73
CT-003407,COMP-04,2025-03-07,inflow,Revenue/Collections,218528.36
CT-003408,COMP-04,2025-03-07,outflow,Vendor Payments,134276.46
CT-003409,COMP-04,2025-03-08,inflow,Revenue/Collections,88911.76
CT-003410,COMP-04,2025-03-08,outflow,Payroll,47432.59
CT-003411,COMP-04,2025-03-09,inflow,Revenue/Collections,76683.81
CT-003412,COMP-04,2025-03-09,outflow,Payroll,54404.75
CT-003413,COMP-04,2025-03-10,inflow,Revenue/Collections,215636.35
CT-003414,COMP-04,2025-03-10,outflow,Operating Expenses,123878.42
CT-003415,COMP-04,2025-03-11,inflow,Revenue/Collections,197788.11
CT-003416,COMP-04,2025-03-11,outflow,Operating Expenses,156101.7
CT-003417,COMP-04,2025-03-12,inflow,Revenue/Collections,194495.92
CT-003418,COMP-04,2025-03-12,outflow,Vendor Payments,156413.67
CT-003419,COMP-04,2025-03-13,inflow,Revenue/Collections,224213.95
CT-003420,COMP-04,2025-03-13,outflow,Payroll,155574.43
CT-003421,COMP-04,2025-03-14,inflow,Revenue/Collections,224025.33
CT-003422,COMP-04,2025-03-14,outflow,Payroll,151233.87
CT-003423,COMP-04,2025-03-15,inflow,Revenue/Collections,65265.74
CT-003424,COMP-04,2025-03-15,outflow,Operating Expenses,33803.49
CT-003425,COMP-04,2025-03-16,inflow,Revenue/Collections,73729.44
CT-003426,COMP-04,2025-03-16,outflow,Vendor Payments,39474.29
CT-003427,COMP-04,2025-03-17,inflow,Revenue/Collections,199697.31
CT-003428,COMP-04,2025-03-17,outflow,Payroll,131272.19
CT-003429,COMP-04,2025-03-18,inflow,Revenue/Collections,209380.59
CT-003430,COMP-04,2025-03-18,outflow,Vendor Payments,127910.58
CT-003431,COMP-04,2025-03-19,inflow,Revenue/Collections,187353.53
CT-003432,COMP-04,2025-03-19,outflow,Operating Expenses,150565.48
CT-003433,COMP-04,2025-03-20,inflow,Revenue/Collections,188943.38
CT-003434,COMP-04,2025-03-20,outflow,Payroll,122782.97
CT-003435,COMP-04,2025-03-21,inflow,Revenue/Collections,185307.63
CT-003436,COMP-04,2025-03-21,outflow,Payroll,136866.29
CT-003437,COMP-04,2025-03-22,inflow,Revenue/Collections,76649.25
CT-003438,COMP-04,2025-03-22,outflow,Vendor Payments,48878.52
CT-003439,COMP-04,2025-03-23,inflow,Revenue/Collections,64048.87
